fecha,hora,co_centenario,no2_centenario,pm10_centenario,co_cordoba,no2_cordoba,pm10_cordoba,co_la_boca,no2_la_boca,pm10_la_boca
2019-04-15,9,0.41,24,30,0.62,27,39,0.27,s/d,39
2019-04-15,10,0.42,23,30,0.61,27,40,0.27,s/d,38
2019-04-15,11,0.43,22,31,0.59,23,42,0.26,s/d,38
2019-04-15,12,0.44,22,32,0.61,26,43,0.26,s/d,38
2019-04-15,13,0.46,16,32,0.66,23,44,0.29,s/d,38
2019-04-15,14,0.47,15,32,0.73,24,44,0.30,18,38
2019-04-15,15,0.48,17,32,0.75,25,44,0.27,18,37
2019-04-15,16,0.47,16,31,0.75,21,44,0.24,20,36
2019-04-15,17,0.46,15,31,0.72,21,43,0.22,19,36
2019-04-15,18,0.45,17,30,0.68,19,43,0.22,20,35
2019-04-15,19,0.44,20,29,0.68,22,42,0.23,21,33
2019-04-15,20,0.44,22,28,0.61,18,40,0.25,20,32
2019-04-15,21,0.45,25,27,0.55,24,37,0.25,25,32
2019-04-15,22,0.46,25,26,0.49,25,35,0.27,26,32
2019-04-15,23,0.47,23,24,0.48,26,34,0.28,24,31
2019-04-15,24,0.47,21,23,0.44,24,31,0.29,27,27
2019-04-16,1,0.48,21,22,0.41,23,28,0.34,27,25
2019-04-16,2,0.48,22,22,0.43,23,27,0.38,30,24
2019-04-16,3,0.48,20,22,0.43,22,27,0.42,30,24
2019-04-16,4,0.49,20,21,0.46,21,27,0.47,29,25
2019-04-16,5,0.47,21,22,0.49,23,s/d,0.51,26,25
2019-04-16,6,0.47,21,22,0.52,24,s/d,0.56,22,26
2019-04-16,7,0.50,23,23,0.57,27,s/d,0.64,24,27
2019-04-16,8,0.60,27,24,0.69,31,s/d,0.74,24,31
2019-04-16,9,0.75,35,25,0.74,28,s/d,0.84,30,31
2019-04-16,10,0.77,20,25,0.77,s/d,s/d,0.85,20,31
2019-04-16,11,0.78,15,24,0.75,s/d,s/d,0.87,17,30
2019-04-16,12,0.78,15,24,0.73,18,s/d,0.88,16,30
2019-04-16,13,0.78,12,24,4.34,24,s/d,0.88,15,30
2019-04-16,14,0.78,14,23,4.36,27,s/d,0.86,18,29
2019-04-16,15,0.75,15,22,4.31,23,s/d,0.83,19,29
2019-04-16,16,0.66,17,21,4.20,14,s/d,0.78,22,29
2019-04-16,17,0.52,17,21,3.06,27,s/d,0.70,23,31
2019-04-16,18,0.52,27,21,0.66,29,s/d,0.72,28,32
2019-04-16,19,0.56,35,22,0.74,26,s/d,0.74,29,35
2019-04-16,20,0.59,32,22,0.81,28,s/d,0.79,33,35
2019-04-16,21,0.63,28,22,0.82,27,s/d,0.83,27,36
2019-04-16,22,0.64,23,21,0.80,24,s/d,0.87,25,36
2019-04-16,23,0.66,27,21,0.81,19,s/d,0.89,23,36
2019-04-16,24,0.66,22,21,0.82,16,s/d,0.90,20,35
2019-04-17,1,0.66,19,21,0.78,16,s/d,0.88,23,35
2019-04-17,2,0.64,17,20,0.69,14,s/d,0.85,23,35
2019-04-17,3,0.58,8,19,0.60,14,s/d,0.81,6,34
2019-04-17,4,0.53,6,19,0.53,13,s/d,0.74,5,34
2019-04-17,5,0.48,5,18,0.47,11,s/d,0.68,8,33
2019-04-17,6,0.44,10,18,0.41,7,s/d,0.65,21,33
2019-04-17,7,0.41,17,17,0.39,12,s/d,0.63,25,33
2019-04-17,8,0.44,21,16,0.38,14,s/d,0.62,26,30
2019-04-17,9,0.45,21,15,0.38,13,s/d,0.63,28,32
2019-04-17,10,0.46,16,14,0.38,11,s/d,0.66,30,33
2019-04-17,11,0.48,16,14,0.40,12,s/d,0.68,23,35
2019-04-17,12,0.51,15,14,0.41,9,s/d,0.71,20,37
2019-04-17,13,0.55,s/d,14,0.43,10,s/d,0.74,20,38
2019-04-17,14,0.55,s/d,15,0.45,13,s/d,0.76,21,39
2019-04-17,15,0.56,20,15,0.46,13,s/d,0.79,22,40
2019-04-17,16,0.51,21,16,0.47,16,s/d,0.80,22,42
2019-04-17,17,0.47,20,16,0.47,13,s/d,0.80,24,41
2019-04-17,18,0.46,24,16,0.47,14,s/d,0.82,31,42
2019-04-17,19,0.47,28,16,0.48,21,s/d,0.87,32,41
2019-04-17,20,0.51,31,16,0.50,23,s/d,0.90,32,41
2019-04-17,21,0.57,31,17,0.52,24,s/d,0.96,32,43
2019-04-17,22,0.66,31,17,0.54,26,s/d,1.01,33,45
2019-04-17,23,0.74,32,18,0.56,24,s/d,1.03,33,47
2019-04-17,24,0.80,30,19,0.57,19,s/d,1.04,32,49
2019-04-18,1,0.82,25,19,0.58,15,s/d,1.03,29,51
2019-04-18,2,0.81,18,20,0.57,13,s/d,1.01,30,52
2019-04-18,3,0.77,17,20,0.55,10,s/d,0.95,17,53
2019-04-18,4,0.71,16,20,0.52,9,s/d,0.90,18,53
2019-04-18,5,0.62,19,20,0.50,9,s/d,0.83,19,53
2019-04-18,6,0.52,18,20,0.46,10,s/d,0.77,24,52
2019-04-18,7,0.42,23,20,0.44,17,s/d,0.75,28,51
2019-04-18,8,0.38,27,20,0.43,19,s/d,0.75,28,50
2019-04-18,9,0.37,28,20,0.43,19,24,0.77,28,50
2019-04-18,10,0.40,28,20,0.44,18,24,0.78,26,49
2019-04-18,11,0.42,26,21,0.45,13,24,0.80,25,49
2019-04-18,12,0.45,20,21,0.47,14,24,0.82,25,49
2019-04-18,13,0.46,16,21,0.48,12,24,0.84,24,49
2019-04-18,14,0.47,15,21,0.48,7,24,0.86,24,50
2019-04-18,15,0.48,15,21,0.47,8,24,0.84,25,49
2019-04-18,16,0.46,16,21,0.47,9,22,0.82,15,47
2019-04-18,17,0.43,18,21,0.46,8,21,0.81,17,46
2019-04-18,18,0.41,21,20,0.45,15,21,0.82,27,46
2019-04-18,19,0.44,29,21,0.46,23,20,0.85,29,46
2019-04-18,20,0.51,32,21,0.49,25,20,0.90,29,45
2019-04-18,21,0.61,32,22,0.51,21,22,0.94,26,45
2019-04-18,22,0.69,29,22,0.54,20,23,0.97,27,43
2019-04-18,23,0.77,28,23,0.56,20,24,1.00,25,42
2019-04-18,24,0.85,29,23,0.58,21,24,1.04,25,40
2019-04-19,1,0.90,26,23,0.60,20,23,1.05,27,40
2019-04-19,2,0.92,22,23,0.60,13,23,1.03,29,40
2019-04-19,3,0.88,19,23,0.57,11,23,0.98,13,39
2019-04-19,4,0.80,15,23,0.54,12,23,0.91,17,40
2019-04-19,5,0.68,13,23,0.51,12,22,0.85,23,39
2019-04-19,6,0.59,14,23,0.48,13,23,0.81,19,39
2019-04-19,7,0.50,18,23,0.46,13,22,0.77,25,39
2019-04-19,8,0.42,23,23,0.44,16,23,0.74,24,39
2019-04-19,9,0.40,22,23,0.43,14,22,0.72,23,37
2019-04-19,10,0.38,20,22,0.43,12,22,0.72,23,36
2019-04-19,11,0.39,17,22,0.45,14,21,0.74,21,34
2019-04-19,12,0.40,14,22,0.47,15,21,0.76,17,33
2019-04-19,13,0.41,14,22,0.49,16,21,0.77,15,31
2019-04-19,14,0.43,13,23,0.50,13,22,0.78,16,31
2019-04-19,15,0.44,13,23,0.51,15,23,0.79,14,31
2019-04-19,16,0.44,13,24,0.52,12,25,0.80,24,32
2019-04-19,17,0.43,15,26,0.52,13,26,0.81,31,32
2019-04-19,18,0.43,23,27,0.52,12,27,0.83,27,32
2019-04-19,19,0.47,31,27,0.53,21,30,0.86,35,32
2019-04-19,20,0.52,32,27,0.55,25,30,0.90,33,31
2019-04-19,21,0.59,34,26,0.59,29,29,0.96,34,30
2019-04-19,22,0.65,30,26,0.63,26,28,1.03,33,31
2019-04-19,23,0.72,29,26,0.68,25,28,1.10,30,31
2019-04-19,24,0.79,29,26,0.74,26,28,1.17,31,32
2019-04-20,1,0.86,28,27,0.80,26,30,1.21,30,31
2019-04-20,2,0.90,25,29,0.83,23,31,1.21,22,32
2019-04-20,3,0.87,14,29,0.83,15,31,1.15,8,33
2019-04-20,4,0.79,11,30,0.80,12,32,1.07,8,34
2019-04-20,5,0.70,8,30,0.74,9,33,0.96,6,35
2019-04-20,6,0.61,7,31,0.69,11,35,0.83,6,35
2019-04-20,7,0.52,11,31,0.65,14,35,0.70,6,36
2019-04-20,8,0.43,12,31,0.58,17,35,0.57,6,36
2019-04-20,9,0.33,10,30,0.53,18,35,0.47,6,35
2019-04-20,10,0.25,13,31,0.50,16,36,0.40,7,35
2019-04-20,11,0.23,11,31,0.49,15,38,0.37,5,36
2019-04-20,12,0.23,9,32,0.51,16,39,0.36,5,39
2019-04-20,13,0.24,10,32,0.52,14,39,0.36,6,40
2019-04-20,14,0.25,8,32,0.53,11,40,0.37,10,41
2019-04-20,15,0.26,11,31,0.52,12,40,0.38,14,42
2019-04-20,16,0.28,11,31,0.51,12,39,0.40,12,42
2019-04-20,17,0.29,9,29,0.50,10,38,0.42,10,43
2019-04-20,18,0.30,11,28,0.49,11,37,0.43,10,43
2019-04-20,19,0.31,15,27,0.49,15,34,0.45,11,41
2019-04-20,20,0.32,15,26,0.50,16,34,0.46,10,41
2019-04-20,21,0.33,17,26,0.51,17,34,0.47,11,40
2019-04-20,22,0.35,18,25,0.52,17,33,0.48,16,39
2019-04-20,23,0.37,21,24,0.53,18,32,0.50,19,39
2019-04-20,24,0.40,22,23,0.56,22,32,0.52,20,38
2019-04-21,1,0.44,22,23,0.59,22,31,0.56,19,39
2019-04-21,2,0.47,20,23,0.62,20,32,0.59,15,38
2019-04-21,3,0.49,20,23,0.63,17,31,0.64,15,38
2019-04-21,4,0.51,19,23,0.61,14,31,0.68,13,39
2019-04-21,5,0.50,19,24,0.61,18,31,0.73,11,39
2019-04-21,6,0.49,19,24,0.61,17,31,0.74,9,40
2019-04-21,7,0.47,13,24,0.61,17,31,0.73,12,39
2019-04-21,8,0.44,15,24,0.60,18,31,0.70,10,40
2019-04-21,9,0.40,13,25,0.57,15,31,0.66,8,39
2019-04-21,10,0.36,10,24,0.53,11,30,0.62,6,39
2019-04-21,11,0.32,9,24,0.51,10,28,0.57,6,38
2019-04-21,12,0.30,11,23,0.50,10,28,0.53,6,35
2019-04-21,13,0.30,9,23,0.47,10,27,0.50,10,34
2019-04-21,14,0.30,13,23,0.45,11,26,0.49,10,32
2019-04-21,15,0.31,18,22,0.43,11,25,0.49,13,31
2019-04-21,16,0.32,19,23,0.41,15,25,0.51,18,30
2019-04-21,17,0.33,22,23,0.41,20,25,0.54,17,29
2019-04-21,18,0.36,29,23,0.43,25,25,0.59,21,29
2019-04-21,19,0.43,39,25,0.47,30,25,0.64,32,30
2019-04-21,20,0.52,39,27,0.53,33,26,0.69,40,31
2019-04-21,21,0.61,34,29,0.57,33,27,0.78,39,32
2019-04-21,22,0.71,38,31,0.63,32,28,0.88,38,33
2019-04-21,23,0.82,40,32,0.72,34,29,1.00,33,35
2019-04-21,24,0.94,40,34,0.81,34,30,1.14,39,36
2019-04-22,1,1.04,36,34,0.87,31,30,1.24,34,35
2019-04-22,2,1.08,29,35,0.91,26,30,1.30,29,37
2019-04-22,3,1.05,25,35,0.91,22,32,1.30,27,39
2019-04-22,4,0.99,22,36,0.87,20,33,1.26,13,39
2019-04-22,5,0.90,15,36,0.87,18,34,1.16,9,38
2019-04-22,6,0.79,16,36,0.86,20,33,1.05,25,38
2019-04-22,7,0.68,20,37,0.84,23,34,0.92,24,38
2019-04-22,8,0.58,22,37,0.83,26,35,0.78,20,38
2019-04-22,9,0.51,25,38,0.83,26,36,0.67,22,40
2019-04-22,10,0.51,27,39,0.85,29,38,0.60,23,40
2019-04-22,11,0.52,31,41,0.91,31,39,0.58,22,43
2019-04-22,12,0.54,28,43,0.97,29,40,0.61,27,44
2019-04-22,13,0.56,25,44,1.01,31,41,0.62,24,45
2019-04-22,14,0.59,24,44,1.05,28,42,0.62,21,46
2019-04-22,15,0.59,19,45,1.07,26,43,0.64,25,46
2019-04-22,16,0.58,18,46,1.06,27,44,0.63,26,46
2019-04-22,17,0.56,27,47,1.05,28,45,0.59,24,46
2019-04-22,18,0.54,26,47,1.03,24,45,0.56,24,46
2019-04-22,19,0.51,22,45,1.00,25,45,0.53,24,45
2019-04-22,20,0.49,22,43,0.94,22,45,0.48,24,44
2019-04-22,21,0.48,20,41,0.89,20,44,0.46,22,43
2019-04-22,22,0.47,19,40,0.83,19,42,0.45,20,41
2019-04-22,23,0.46,17,37,0.75,15,41,0.41,19,38
2019-04-22,24,0.45,12,35,0.68,14,40,0.39,17,36
2019-04-23,1,0.42,11,34,0.61,10,39,0.41,13,35
2019-04-23,2,0.39,7,32,0.55,7,37,0.42,12,32
2019-04-23,3,0.36,8,30,0.47,6,34,0.44,7,29
2019-04-23,4,0.33,11,28,0.43,6,33,0.45,7,28
2019-04-23,5,0.30,8,27,0.40,8,31,0.46,11,27
2019-04-23,6,0.28,12,27,0.37,10,30,0.48,18,26
2019-04-23,7,0.27,19,26,0.36,15,29,0.53,22,26
2019-04-23,8,0.28,23,25,0.36,16,28,0.58,25,26
2019-04-23,9,0.30,22,25,0.37,17,27,0.61,23,26
2019-04-23,10,0.33,21,23,0.39,19,26,0.63,21,26
2019-04-23,11,0.36,20,22,0.42,17,25,0.64,20,25
2019-04-23,12,0.39,25,20,0.47,17,24,0.66,s/d,23
2019-04-23,13,0.41,20,19,0.52,19,22,0.68,s/d,22
2019-04-23,14,0.44,23,18,0.58,21,22,0.71,20,22
2019-04-23,15,0.45,22,17,0.62,19,21,0.66,21,23
2019-04-23,16,0.45,22,16,0.70,22,19,0.60,22,23
2019-04-23,17,0.46,22,15,0.76,23,19,0.53,24,23
2019-04-23,18,0.46,22,14,0.81,23,18,0.47,21,24
2019-04-23,19,0.47,26,14,0.87,23,18,0.41,14,26
2019-04-23,20,0.48,28,15,0.92,25,18,0.35,25,26
2019-04-23,21,0.51,29,15,0.92,23,19,0.35,30,26
2019-04-23,22,0.53,27,16,0.91,22,20,0.35,28,27
2019-04-23,23,0.55,28,16,0.90,21,20,0.34,20,27
2019-04-23,24,0.59,28,17,0.85,17,20,0.34,28,27
2019-04-24,1,0.60,27,17,0.84,25,21,0.36,36,27
2019-04-24,2,0.61,26,18,0.83,24,22,0.39,33,28
2019-04-24,3,0.61,25,20,0.78,22,23,0.41,19,30
2019-04-24,4,0.60,23,21,0.72,18,24,0.44,17,32
2019-04-24,5,0.58,21,22,0.69,20,25,0.46,25,33
2019-04-24,6,0.57,20,22,0.67,20,26,0.48,25,35
2019-04-24,7,0.60,22,23,0.69,23,27,0.52,22,37
2019-04-24,8,0.62,23,24,0.75,25,28,0.57,21,36
2019-04-24,9,0.69,26,26,0.80,28,30,0.63,24,37
2019-04-24,10,0.76,33,28,0.82,26,31,0.65,29,38
2019-04-24,11,0.78,25,30,0.83,23,32,0.65,25,38
2019-04-24,12,0.78,20,30,0.86,17,32,0.66,21,38
2019-04-24,13,0.79,18,30,0.91,20,33,0.66,17,39
2019-04-24,14,0.78,18,30,0.96,20,32,0.66,15,39
2019-04-24,15,0.75,17,30,0.98,21,32,0.64,16,39
2019-04-24,16,0.69,19,30,0.97,24,32,0.59,19,37
2019-04-24,17,0.61,19,30,0.92,22,32,0.51,21,36
2019-04-24,18,0.54,21,30,0.89,19,31,0.47,21,35
2019-04-24,19,0.52,22,29,0.89,21,31,0.46,24,34
2019-04-24,20,0.52,17,29,0.86,15,31,0.44,17,34
2019-04-24,21,0.51,16,29,0.82,14,30,0.42,20,34
2019-04-24,22,0.50,15,29,0.77,14,29,0.40,18,34
2019-04-24,23,0.48,13,29,0.70,11,29,0.38,11,34
2019-04-24,24,0.47,10,28,0.63,10,29,0.36,12,34
2019-04-25,1,0.44,9,27,0.59,9,28,0.35,9,33
2019-04-25,2,0.41,6,27,0.55,6,27,0.33,4,32
2019-04-25,3,0.38,4,25,0.49,5,26,0.31,2,33
2019-04-25,4,0.36,4,24,0.46,6,25,0.29,6,31
2019-04-25,5,0.34,4,24,0.43,5,24,0.28,5,30
2019-04-25,6,0.32,6,23,0.41,8,23,0.26,10,28
2019-04-25,7,0.31,11,22,0.40,11,22,0.27,18,26
2019-04-25,8,0.32,14,20,0.40,14,21,0.27,19,26
2019-04-25,9,0.33,17,19,0.40,14,20,0.28,20,25
2019-04-25,10,0.34,16,17,0.43,14,19,0.30,22,23
2019-04-25,11,0.36,15,16,0.46,14,18,0.31,20,23
2019-04-25,12,0.37,16,17,0.49,16,18,0.33,20,24
2019-04-25,13,0.39,15,17,0.56,21,19,0.35,24,24
2019-04-25,14,0.41,16,18,0.61,19,20,0.37,19,25
2019-04-25,15,0.43,17,19,0.65,14,21,0.37,20,26
2019-04-25,16,0.44,17,20,0.68,13,21,0.38,19,27
2019-04-25,17,0.44,17,20,0.70,14,22,0.38,18,28
2019-04-25,18,0.46,17,21,0.74,18,23,0.38,17,29
2019-04-25,19,0.47,19,22,0.77,18,24,0.39,18,29
2019-04-25,20,0.48,17,22,0.79,16,24,0.40,19,29
2019-04-25,21,0.48,17,22,0.77,15,25,0.39,16,29
2019-04-25,22,0.49,15,22,0.76,14,25,0.39,17,30
2019-04-25,23,0.48,16,23,0.75,13,25,0.39,16,30
2019-04-25,24,0.48,11,23,0.73,10,26,0.38,9,31
2019-04-26,1,0.46,8,23,0.71,8,27,0.36,4,31
2019-04-26,2,0.44,5,23,0.65,6,27,0.34,4,32
2019-04-26,3,0.41,4,23,0.59,4,27,0.32,3,30
2019-04-26,4,0.39,4,24,0.54,4,27,0.30,3,31
2019-04-26,5,0.37,4,24,0.48,5,27,0.29,2,31
2019-04-26,6,0.35,5,24,0.43,6,28,0.28,9,31
2019-04-26,7,0.33,9,24,0.38,8,28,0.27,18,32
2019-04-26,8,0.33,12,25,0.36,13,30,0.27,13,32
2019-04-26,9,0.34,16,24,0.33,14,30,0.28,17,32
2019-04-26,10,0.36,18,24,0.33,16,29,0.29,14,31
2019-04-26,11,0.38,16,23,0.33,16,28,0.30,18,31
2019-04-26,12,0.40,15,22,0.34,14,27,0.32,18,30
2019-04-26,13,0.42,15,21,0.36,13,26,0.33,16,28
2019-04-26,14,0.44,14,20,0.39,13,25,0.34,18,27
2019-04-26,15,0.45,s/d,19,0.42,15,24,0.36,23,26
2019-04-26,16,0.47,s/d,18,0.47,19,25,0.37,17,25
2019-04-26,17,0.50,19,17,0.50,17,25,0.38,18,24
2019-04-26,18,0.54,20,16,0.54,19,24,0.40,13,22
2019-04-26,19,0.59,21,16,0.60,20,22,0.41,11,21
2019-04-26,20,0.64,21,15,0.63,19,22,0.41,22,20
2019-04-26,21,0.69,20,14,0.64,16,21,0.42,17,19
2019-04-26,22,0.68,18,14,0.65,16,21,0.43,15,19
2019-04-26,23,0.66,17,13,0.65,14,21,0.43,16,18
2019-04-26,24,0.66,17,13,0.61,16,20,0.42,10,17
2019-04-27,1,0.64,16,12,0.59,14,19,0.40,6,16
2019-04-27,2,0.60,14,12,0.58,13,19,0.38,5,15
2019-04-27,3,0.56,13,11,0.55,15,18,0.38,8,15
2019-04-27,4,0.51,11,11,0.54,11,18,0.37,4,14
2019-04-27,5,0.46,8,11,0.53,10,17,0.36,4,14
2019-04-27,6,0.43,9,10,0.53,13,17,0.34,5,13
2019-04-27,7,0.41,10,10,0.54,12,16,0.32,3,12
2019-04-27,8,0.39,11,9,0.55,15,14,0.31,4,11
2019-04-27,9,0.38,12,9,0.56,16,14,0.31,5,11
2019-04-27,10,0.39,13,9,0.59,18,14,0.32,17,10
2019-04-27,11,0.40,15,9,0.64,20,15,0.32,15,10
2019-04-27,12,0.41,16,8,0.66,18,15,0.34,13,10
2019-04-27,13,0.44,17,8,0.72,23,15,0.37,10,10
2019-04-27,14,0.48,21,8,0.77,22,15,0.40,9,9
2019-04-27,15,0.50,16,8,0.80,20,15,0.44,18,9
2019-04-27,16,0.51,13,8,0.82,19,13,0.46,16,9
2019-04-27,17,0.52,16,8,0.83,19,13,0.47,18,9
2019-04-27,18,0.54,21,8,0.83,23,13,0.48,20,9
2019-04-27,19,0.61,23,8,0.84,25,13,0.47,20,9
2019-04-27,20,0.69,24,9,0.91,26,14,0.49,25,9
2019-04-27,21,0.72,20,10,0.94,22,15,0.51,24,10
2019-04-27,22,0.75,19,10,0.97,21,16,0.51,20,11
2019-04-27,23,0.78,19,10,0.99,20,17,0.49,12,11
2019-04-27,24,0.80,18,11,1.01,20,18,0.48,20,11
2019-04-28,1,0.82,20,11,1.01,18,18,0.49,17,11
2019-04-28,2,0.85,21,11,1.00,20,18,0.50,13,12
2019-04-28,3,0.80,21,12,0.97,21,19,0.53,23,12
2019-04-28,4,0.74,18,12,0.89,21,19,0.54,23,12
2019-04-28,5,0.72,19,13,0.84,21,20,0.52,24,13
2019-04-28,6,0.71,18,14,0.79,18,22,0.53,22,14
2019-04-28,7,0.71,16,14,0.77,18,23,0.57,19,14
2019-04-28,8,0.72,15,15,0.74,17,24,0.61,20,16
2019-04-28,9,0.72,14,15,0.72,15,24,0.60,20,16
2019-04-28,10,0.66,13,15,0.69,15,24,0.59,10,16
2019-04-28,11,0.63,9,15,0.64,12,23,0.56,7,16
2019-04-28,12,0.60,9,15,0.61,11,23,0.51,7,16
2019-04-28,13,0.55,8,16,0.58,13,22,0.47,8,16
2019-04-28,14,0.52,10,16,0.54,12,22,0.44,13,16
2019-04-28,15,0.49,12,16,0.51,14,22,0.39,12,16
2019-04-28,16,0.45,12,17,0.49,14,22,0.35,17,17
2019-04-28,17,0.45,14,17,0.49,13,23,0.37,23,17
2019-04-28,18,0.47,17,18,0.49,17,24,0.41,21,20
2019-04-28,19,0.50,23,18,0.51,18,24,0.44,26,22
2019-04-28,20,0.55,23,17,0.52,18,23,0.48,25,22
2019-04-28,21,0.59,24,17,0.53,16,22,0.50,27,21
2019-04-28,22,0.63,25,17,0.55,20,20,0.55,28,21
2019-04-28,23,0.66,25,17,0.57,23,19,0.58,29,21
2019-04-28,24,0.69,24,17,0.58,21,19,0.61,29,22
2019-04-29,1,0.70,23,17,0.60,22,19,0.61,28,22
2019-04-29,2,0.70,20,18,0.60,20,19,0.58,19,22
2019-04-29,3,0.69,18,18,0.59,16,20,0.56,21,22
2019-04-29,4,0.65,18,17,0.58,17,20,0.54,17,22
2019-04-29,5,0.61,14,17,0.56,15,20,0.51,14,22
2019-04-29,6,0.57,15,17,0.55,18,19,0.48,23,22
2019-04-29,7,0.57,20,17,0.53,20,18,0.49,23,22
2019-04-29,8,0.59,23,17,0.54,22,17,0.52,26,22
2019-04-29,9,0.65,24,17,0.56,22,18,0.57,32,22
2019-04-29,10,0.68,26,18,0.58,22,18,0.62,33,24
2019-04-29,11,0.72,22,19,0.64,23,19,0.66,32,25
2019-04-29,12,0.76,21,20,0.67,21,21,0.70,24,26
2019-04-29,13,0.79,20,20,0.70,21,22,0.72,24,27
2019-04-29,14,0.82,16,21,0.74,21,24,0.72,23,29
2019-04-29,15,0.82,17,21,0.76,21,24,0.69,22,29
2019-04-29,16,0.79,17,21,0.77,22,24,0.65,23,30
2019-04-29,17,0.74,20,21,0.79,25,24,0.60,25,30
2019-04-29,18,0.73,24,21,0.82,27,24,0.58,29,29
2019-04-29,19,0.75,27,22,0.83,27,25,0.56,27,29
2019-04-29,20,0.79,27,22,0.88,27,26,0.53,28,29
2019-04-29,21,0.78,20,23,0.89,22,26,0.50,15,29
2019-04-29,22,0.76,19,22,0.89,23,27,0.47,19,29
2019-04-29,23,0.73,15,22,0.88,19,29,0.43,14,29
2019-04-29,24,0.71,19,22,0.85,19,29,0.39,10,29
2019-04-30,1,0.67,17,22,0.80,17,29,0.35,7,29
2019-04-30,2,0.61,12,22,0.73,14,29,0.28,4,29
2019-04-30,3,0.52,7,22,0.66,9,29,0.24,3,29
2019-04-30,4,0.42,8,22,0.56,9,30,0.21,3,30
2019-04-30,5,0.37,8,23,0.51,8,29,0.20,3,30
2019-04-30,6,0.33,11,23,0.47,12,30,0.21,6,30
2019-04-30,7,0.34,20,24,0.50,22,30,0.23,11,32
2019-04-30,8,0.39,24,24,0.58,30,31,0.27,25,31
2019-04-30,9,0.46,25,24,0.64,24,32,0.32,23,32
2019-04-30,10,0.54,26,25,0.68,23,33,0.35,18,32
2019-04-30,11,0.64,23,26,0.73,21,33,0.36,16,32
2019-04-30,12,0.68,17,26,0.77,19,33,0.37,12,32
