fecha,hora,co_centenario,no2_centenario,pm10_centenario,co_cordoba,no2_cordoba,pm10_cordoba,co_la_boca,no2_la_boca,pm10_la_boca
2019-03-29,19,0.57,23,19,1.00,20,32,0.43,s/d,28
2019-03-29,20,0.58,23,19,1.01,20,34,0.45,s/d,29
2019-03-29,21,0.58,22,19,1.00,22,36,0.46,s/d,29
2019-03-29,22,0.59,24,19,1.01,24,36,0.45,s/d,29
2019-03-29,23,0.61,27,19,1.00,27,35,0.45,s/d,29
2019-03-29,24,0.64,26,19,0.98,26,35,0.44,s/d,29
2019-03-30,1,0.70,25,20,1.01,26,34,0.40,s/d,29
2019-03-30,2,0.76,24,20,1.00,22,35,0.36,s/d,29
2019-03-30,3,0.79,22,20,1.00,22,35,0.35,s/d,29
2019-03-30,4,0.81,20,20,1.00,23,36,0.33,s/d,29
2019-03-30,5,0.84,18,21,1.01,22,36,0.33,s/d,29
2019-03-30,6,0.85,17,21,1.00,21,37,0.34,s/d,29
2019-03-30,7,0.86,16,21,1.02,22,38,0.37,s/d,29
2019-03-30,8,0.90,18,22,1.01,22,39,0.39,s/d,29
2019-03-30,9,0.88,21,23,0.98,24,39,0.40,s/d,29
2019-03-30,10,0.83,21,23,0.97,23,38,0.41,s/d,29
2019-03-30,11,0.81,21,23,0.95,22,39,0.42,s/d,29
2019-03-30,12,0.79,20,24,0.91,19,40,0.44,s/d,29
2019-03-30,13,0.76,21,24,0.90,25,40,0.44,s/d,29
2019-03-30,14,0.74,27,25,0.87,25,41,0.43,s/d,29
2019-03-30,15,0.73,26,25,0.80,23,41,0.41,s/d,29
2019-03-30,16,0.68,27,25,0.75,19,41,0.39,s/d,28
2019-03-30,17,0.66,30,25,0.72,23,40,0.38,s/d,29
2019-03-30,18,0.68,34,24,0.72,28,39,0.38,s/d,28
2019-03-30,19,0.69,29,24,0.74,31,41,0.39,s/d,29
2019-03-30,20,0.69,31,25,0.78,33,41,0.40,s/d,29
2019-03-30,21,0.71,31,25,0.80,28,40,0.41,s/d,30
2019-03-30,22,0.72,26,25,0.82,25,41,0.43,s/d,30
2019-03-30,23,0.73,28,25,0.87,30,42,0.45,s/d,30
2019-03-30,24,0.74,29,25,0.92,29,42,0.48,s/d,30
2019-03-31,1,0.75,30,25,0.95,26,45,0.50,s/d,31
2019-03-31,2,0.75,25,26,0.96,23,47,0.52,s/d,32
2019-03-31,3,0.75,27,26,0.94,20,47,0.52,s/d,32
2019-03-31,4,0.73,24,26,0.91,20,47,0.51,s/d,32
2019-03-31,5,0.71,20,25,0.88,22,48,0.51,s/d,32
2019-03-31,6,0.68,18,25,0.85,16,48,0.50,s/d,32
2019-03-31,7,0.66,19,25,0.80,20,47,0.50,s/d,31
2019-03-31,8,0.64,18,25,0.77,16,48,0.50,s/d,32
2019-03-31,9,0.59,17,24,0.74,16,48,0.48,s/d,31
2019-03-31,10,0.56,15,24,0.72,18,47,0.46,s/d,30
2019-03-31,11,0.53,20,24,0.70,18,46,0.44,s/d,29
2019-03-31,12,0.52,12,23,0.68,14,44,0.43,s/d,29
2019-03-31,13,0.51,10,23,0.67,14,43,0.41,s/d,29
2019-03-31,14,0.51,11,23,0.67,16,43,0.38,s/d,28
2019-03-31,15,0.49,7,23,0.66,12,42,0.35,s/d,28
2019-03-31,16,0.47,8,23,0.64,13,42,0.32,s/d,27
2019-03-31,17,0.46,14,22,0.63,17,42,0.29,s/d,28
2019-03-31,18,0.45,19,22,0.61,21,42,0.27,s/d,29
2019-03-31,19,0.44,20,22,0.61,20,40,0.27,s/d,29
2019-03-31,20,0.45,27,22,0.62,22,38,0.27,s/d,28
2019-03-31,21,0.46,31,21,0.63,24,38,0.28,s/d,27
2019-03-31,22,0.48,29,21,0.64,22,36,0.28,s/d,27
2019-03-31,23,0.49,19,21,0.64,21,36,0.29,s/d,27
2019-03-31,24,0.50,17,21,0.65,22,36,0.28,s/d,28
2019-04-01,1,0.50,13,20,0.66,24,34,0.31,s/d,26
2019-04-01,2,0.50,11,19,0.70,24,31,0.32,s/d,25
2019-04-01,3,0.49,9,19,0.71,18,31,0.33,s/d,26
2019-04-01,4,0.48,8,19,0.70,13,31,0.33,s/d,26
2019-04-01,5,0.45,11,19,0.68,11,31,0.33,s/d,26
2019-04-01,6,0.42,11,19,0.67,14,32,0.33,s/d,26
2019-04-01,7,0.41,13,19,0.70,20,32,0.36,s/d,26
2019-04-01,8,0.43,20,18,0.74,24,31,0.39,s/d,26
2019-04-01,9,0.47,21,18,0.78,24,32,0.42,s/d,27
2019-04-01,10,0.50,19,19,0.78,19,32,0.43,s/d,28
2019-04-01,11,0.52,16,19,0.82,22,33,0.43,s/d,29
2019-04-01,12,0.54,18,20,0.88,22,33,0.43,s/d,30
2019-04-01,13,0.57,21,20,0.98,28,34,0.44,s/d,30
2019-04-01,14,0.60,21,19,1.07,24,34,0.44,s/d,29
2019-04-01,15,0.63,23,20,1.12,23,36,0.44,s/d,31
2019-04-01,16,0.64,24,20,1.18,26,37,0.42,s/d,31
2019-04-01,17,0.64,25,21,1.19,22,38,0.40,s/d,30
2019-04-01,18,0.64,26,21,1.26,26,38,0.41,s/d,28
2019-04-01,19,0.66,29,21,1.30,28,38,0.42,s/d,27
2019-04-01,20,0.68,26,22,1.28,24,40,0.43,s/d,27
2019-04-01,21,0.69,25,22,1.21,22,40,0.44,s/d,28
2019-04-01,22,0.69,24,22,1.15,24,40,0.44,s/d,27
2019-04-01,23,0.70,28,22,1.12,27,40,0.43,s/d,27
2019-04-01,24,0.70,25,23,1.06,26,40,0.44,s/d,28
2019-04-02,1,0.69,22,23,1.03,24,40,0.43,s/d,28
2019-04-02,2,0.69,22,24,0.96,24,41,0.43,s/d,29
2019-04-02,3,0.66,17,25,0.88,16,40,0.43,s/d,29
2019-04-02,4,0.63,13,24,0.85,16,39,0.42,s/d,29
2019-04-02,5,0.59,10,24,0.82,11,38,0.41,s/d,29
2019-04-02,6,0.56,13,24,0.79,11,37,0.40,s/d,29
2019-04-02,7,0.53,15,24,0.75,15,35,0.41,s/d,28
2019-04-02,8,0.50,15,24,0.72,12,34,0.41,s/d,28
2019-04-02,9,0.48,14,24,0.70,13,33,0.40,s/d,29
2019-04-02,10,0.46,14,23,0.68,13,32,0.40,s/d,28
2019-04-02,11,0.46,13,23,0.68,13,31,0.40,s/d,28
2019-04-02,12,0.48,16,22,0.68,12,31,0.42,s/d,28
2019-04-02,13,0.49,14,22,0.68,10,31,0.44,s/d,28
2019-04-02,14,0.51,13,23,0.69,15,30,0.45,s/d,28
2019-04-02,15,0.51,12,23,0.69,15,27,0.44,s/d,28
2019-04-02,16,0.52,16,23,0.69,16,26,0.44,s/d,28
2019-04-02,17,0.53,14,23,0.69,17,25,0.45,s/d,27
2019-04-02,18,0.55,15,24,0.69,18,25,0.44,s/d,27
2019-04-02,19,0.56,22,25,0.70,27,26,0.45,s/d,28
2019-04-02,20,0.62,32,27,0.76,32,25,0.47,s/d,29
2019-04-02,21,0.71,36,30,0.88,34,25,0.54,s/d,30
2019-04-02,22,0.83,35,32,1.01,35,26,0.64,s/d,31
2019-04-02,23,0.95,34,34,1.11,33,29,0.70,s/d,34
2019-04-02,24,0.94,9,37,1.12,14,27,0.68,s/d,41
2019-04-03,1,0.91,8,36,1.12,12,26,0.64,s/d,41
2019-04-03,2,0.87,5,35,1.11,10,25,0.61,s/d,41
2019-04-03,3,0.82,5,35,1.07,11,27,0.56,s/d,42
2019-04-03,4,0.73,s/d,36,1.00,10,27,0.49,s/d,42
2019-04-03,5,0.60,s/d,36,0.86,11,28,0.39,s/d,43
2019-04-03,6,0.45,10,36,0.73,15,29,0.26,s/d,43
2019-04-03,7,0.31,14,37,0.64,21,30,0.17,s/d,43
2019-04-03,8,0.31,18,37,0.68,32,31,0.18,s/d,43
2019-04-03,9,0.33,18,37,0.74,28,33,0.19,s/d,43
2019-04-03,10,0.36,18,38,0.79,27,34,0.21,s/d,43
2019-04-03,11,0.39,18,39,0.84,25,36,0.23,s/d,44
2019-04-03,12,0.41,15,39,0.88,20,38,0.24,s/d,44
2019-04-03,13,0.44,14,39,0.93,20,39,0.24,s/d,44
2019-04-03,14,0.46,11,39,0.98,20,40,0.27,28,44
2019-04-03,15,0.47,s/d,39,1.00,20,41,0.30,16,44
2019-04-03,16,0.48,s/d,38,1.00,22,41,0.32,16,44
2019-04-03,17,0.48,s/d,38,0.99,23,41,0.34,15,45
2019-04-03,18,0.49,7,37,1.00,25,42,0.35,21,47
2019-04-03,19,0.50,36,36,1.03,28,42,0.37,21,48
2019-04-03,20,0.53,37,34,1.05,29,41,0.40,25,47
2019-04-03,21,0.55,36,31,1.06,28,41,0.44,23,46
2019-04-03,22,0.57,30,29,1.04,26,39,0.46,22,45
2019-04-03,23,0.58,27,27,1.03,25,37,0.46,20,43
2019-04-03,24,0.59,21,24,0.98,19,38,0.46,17,35
2019-04-04,1,0.59,16,24,0.95,18,40,0.45,16,35
2019-04-04,2,0.57,12,25,0.91,13,41,0.43,14,35
2019-04-04,3,0.54,16,25,0.83,11,41,0.41,13,35
2019-04-04,4,0.50,12,25,0.77,13,41,0.39,15,35
2019-04-04,5,0.46,11,25,0.71,10,41,0.36,13,35
2019-04-04,6,0.43,16,24,0.67,12,42,0.34,17,35
2019-04-04,7,0.42,21,24,0.64,14,43,0.34,22,36
2019-04-04,8,0.43,26,24,0.64,18,42,0.36,20,36
2019-04-04,9,0.49,34,24,0.64,18,43,0.39,20,37
2019-04-04,10,0.53,29,24,0.65,15,43,0.42,17,39
2019-04-04,11,0.57,30,24,0.66,19,42,0.46,23,40
2019-04-04,12,0.62,32,24,0.68,18,44,0.50,25,41
2019-04-04,13,0.66,26,28,s/d,s/d,46,0.51,16,46
2019-04-04,14,0.70,24,30,s/d,20,51,0.51,17,47
2019-04-04,15,0.72,23,29,s/d,23,51,0.50,17,46
2019-04-04,16,0.71,21,28,s/d,23,53,0.47,17,45
2019-04-04,17,0.67,21,27,s/d,22,54,0.43,18,44
2019-04-04,18,0.64,21,27,s/d,23,54,0.40,19,42
2019-04-04,19,0.62,25,27,0.71,24,54,0.35,22,40
2019-04-04,20,0.59,29,27,0.72,24,54,0.31,20,40
2019-04-04,21,0.57,22,27,0.73,24,54,0.28,s/d,39
2019-04-04,22,0.53,21,26,0.77,22,54,0.26,s/d,39
2019-04-04,23,0.51,21,26,0.77,21,55,0.24,s/d,38
2019-04-04,24,0.49,17,25,0.76,18,54,0.23,s/d,37
2019-04-05,1,0.47,11,25,0.74,14,52,0.22,s/d,36
2019-04-05,2,0.44,7,25,0.70,12,52,0.21,s/d,36
2019-04-05,3,0.41,6,24,0.67,11,52,0.21,s/d,36
2019-04-05,4,0.39,6,24,0.61,9,52,0.20,s/d,35
2019-04-05,5,0.36,6,24,0.56,11,51,0.20,s/d,35
2019-04-05,6,0.35,11,24,0.51,14,49,0.19,s/d,34
2019-04-05,7,0.34,18,24,0.47,18,49,0.20,s/d,33
2019-04-05,8,0.36,23,24,0.50,23,50,0.21,21,32
2019-04-05,9,0.39,25,24,0.51,25,49,0.21,16,31
2019-04-05,10,0.42,23,24,0.55,24,49,0.21,13,28
2019-04-05,11,0.44,20,24,0.59,23,51,0.20,14,27
2019-04-05,12,0.46,19,23,0.68,26,48,0.20,13,26
2019-04-05,13,0.49,22,19,0.74,24,s/d,0.20,14,21
2019-04-05,14,0.52,20,17,0.79,22,s/d,0.20,16,19
2019-04-05,15,0.53,20,19,0.82,22,s/d,0.19,15,20
2019-04-05,16,0.53,22,19,0.85,25,s/d,0.18,15,23
2019-04-05,17,0.53,23,20,0.86,27,s/d,0.17,15,26
2019-04-05,18,0.53,25,21,0.89,26,s/d,0.17,18,27
2019-04-05,19,0.54,30,21,0.94,29,s/d,0.18,23,28
2019-04-05,20,0.54,33,20,0.93,29,s/d,0.19,28,28
2019-04-05,21,0.57,38,20,0.93,29,s/d,0.22,27,29
2019-04-05,22,0.61,41,21,0.94,28,s/d,0.24,23,30
2019-04-05,23,0.64,38,22,0.95,30,s/d,0.29,26,31
2019-04-05,24,0.68,37,23,0.90,28,s/d,0.33,25,32
2019-04-06,1,0.72,36,24,0.87,27,s/d,0.40,26,33
2019-04-06,2,0.76,35,25,0.82,19,s/d,0.44,25,33
2019-04-06,3,0.75,19,25,0.72,14,s/d,0.46,25,34
2019-04-06,4,0.75,22,25,0.65,14,s/d,0.45,24,34
2019-04-06,5,0.77,33,25,0.59,12,s/d,0.46,23,34
2019-04-06,6,0.77,31,26,0.56,18,s/d,0.51,26,35
2019-04-06,7,0.76,30,26,0.56,25,s/d,0.55,22,36
2019-04-06,8,0.75,30,27,0.59,24,s/d,0.62,26,38
2019-04-06,9,0.73,32,27,0.59,19,s/d,0.63,25,40
2019-04-06,10,0.71,29,27,0.58,15,s/d,0.60,18,40
2019-04-06,11,0.71,15,26,0.59,11,s/d,0.59,16,40
2019-04-06,12,0.71,15,26,0.59,8,s/d,0.58,15,40
2019-04-06,13,0.66,15,25,0.59,9,s/d,0.55,15,40
2019-04-06,14,0.63,19,25,0.57,9,s/d,0.49,15,40
2019-04-06,15,0.60,19,25,0.52,10,s/d,0.40,14,40
2019-04-06,16,0.58,18,24,0.48,10,s/d,0.31,15,38
2019-04-06,17,0.55,18,24,0.46,9,s/d,0.25,16,35
2019-04-06,18,0.53,20,24,0.46,11,s/d,0.25,18,35
2019-04-06,19,0.54,24,24,0.47,15,s/d,0.26,24,35
2019-04-06,20,0.58,35,24,0.49,19,s/d,0.29,23,36
2019-04-06,21,0.62,39,25,0.51,23,s/d,0.34,26,36
2019-04-06,22,0.67,38,25,0.54,22,s/d,0.39,26,36
2019-04-06,23,0.74,40,25,0.57,21,s/d,0.43,24,36
2019-04-06,24,0.82,37,25,0.59,20,s/d,0.46,25,36
2019-04-07,1,0.89,35,25,0.61,20,s/d,0.49,23,35
2019-04-07,2,0.95,34,25,0.63,20,s/d,0.51,24,35
2019-04-07,3,0.97,32,25,0.62,15,s/d,0.52,21,35
2019-04-07,4,0.95,32,25,0.61,13,s/d,0.50,22,35
2019-04-07,5,0.92,26,24,0.60,14,s/d,0.48,25,35
2019-04-07,6,0.87,25,24,0.59,20,s/d,0.45,25,34
2019-04-07,7,0.81,27,23,0.58,21,s/d,0.44,23,33
2019-04-07,8,0.75,29,23,0.59,21,s/d,0.44,22,31
2019-04-07,9,0.69,26,23,0.58,18,s/d,0.42,21,30
2019-04-07,10,0.65,25,23,0.58,16,s/d,0.41,20,30
2019-04-07,11,0.64,19,23,0.59,15,s/d,0.41,s/d,29
2019-04-07,12,0.64,20,23,0.61,16,s/d,0.42,s/d,29
2019-04-07,13,0.63,16,24,0.62,13,s/d,0.41,s/d,30
2019-04-07,14,0.64,21,25,0.62,9,s/d,0.41,s/d,30
2019-04-07,15,0.63,21,26,0.60,10,s/d,0.40,s/d,31
2019-04-07,16,0.62,19,26,0.58,8,s/d,0.38,s/d,32
2019-04-07,17,0.61,21,27,0.57,9,s/d,0.37,s/d,33
2019-04-07,18,0.59,24,27,0.56,12,s/d,0.37,s/d,33
2019-04-07,19,0.59,29,27,0.56,15,s/d,0.40,s/d,33
2019-04-07,20,0.62,42,28,0.56,22,s/d,0.43,s/d,34
2019-04-07,21,0.68,46,27,0.58,25,s/d,0.47,s/d,34
2019-04-07,22,0.72,41,27,0.60,24,s/d,0.49,s/d,34
2019-04-07,23,0.76,45,28,0.62,21,s/d,0.51,s/d,33
2019-04-07,24,0.80,45,28,0.64,22,s/d,0.54,s/d,33
2019-04-08,1,0.82,41,28,0.65,19,s/d,0.54,s/d,33
2019-04-08,2,0.83,37,28,0.65,19,s/d,0.55,s/d,33
2019-04-08,3,0.83,40,28,0.64,18,s/d,0.54,s/d,34
2019-04-08,4,0.80,39,29,0.61,14,s/d,0.50,s/d,34
2019-04-08,5,0.74,36,29,0.58,13,s/d,0.47,s/d,34
2019-04-08,6,0.70,41,29,0.55,18,s/d,0.45,s/d,34
2019-04-08,7,0.67,42,29,0.54,26,s/d,0.46,s/d,34
2019-04-08,8,0.69,44,29,0.54,29,s/d,0.50,s/d,34
2019-04-08,9,0.74,51,30,0.60,35,s/d,0.55,s/d,35
2019-04-08,10,0.81,53,31,0.68,35,s/d,0.61,s/d,36
2019-04-08,11,0.86,53,31,0.75,36,s/d,0.64,s/d,38
2019-04-08,12,0.88,45,32,0.83,40,s/d,0.67,s/d,39
2019-04-08,13,0.91,52,32,0.90,38,s/d,0.73,s/d,41
2019-04-08,14,0.94,57,33,0.94,28,s/d,0.76,s/d,42
2019-04-08,15,0.94,48,33,0.96,32,s/d,0.74,s/d,43
2019-04-08,16,0.90,42,34,0.97,46,s/d,0.67,s/d,43
2019-04-08,17,0.83,43,34,0.92,27,s/d,0.60,41,44
2019-04-08,18,0.77,42,34,0.88,43,41,0.55,45,44
2019-04-08,19,0.75,54,34,0.86,36,41,0.54,51,46
2019-04-08,20,0.78,67,35,0.87,45,42,0.55,50,48
2019-04-08,21,0.82,72,35,0.88,47,43,0.55,51,48
2019-04-08,22,0.87,76,35,0.88,37,44,0.54,34,48
2019-04-08,23,0.93,68,35,0.88,32,43,0.53,32,48
2019-04-08,24,0.95,59,35,0.87,30,43,0.53,30,49
2019-04-09,1,0.94,33,35,0.86,24,44,0.51,23,49
2019-04-09,2,0.93,21,35,0.82,21,45,0.49,20,49
2019-04-09,3,0.88,14,35,0.76,18,46,0.45,18,49
2019-04-09,4,0.80,10,36,0.68,13,47,0.41,18,50
2019-04-09,5,0.73,16,36,0.60,15,51,0.39,24,51
2019-04-09,6,0.65,34,36,0.57,21,53,0.41,s/d,52
2019-04-09,7,0.63,44,37,0.55,28,53,0.45,s/d,53
2019-04-09,8,0.69,51,37,0.55,31,53,0.51,s/d,55
2019-04-09,9,0.75,46,37,0.55,24,53,0.55,s/d,55
2019-04-09,10,0.78,35,36,0.56,21,52,0.59,s/d,55
2019-04-09,11,0.80,25,35,0.57,18,51,0.62,s/d,54
2019-04-09,12,0.82,28,34,0.58,17,50,0.64,s/d,54
2019-04-09,13,0.87,27,33,0.60,20,48,0.64,s/d,52
2019-04-09,14,0.91,s/d,32,0.62,20,47,0.62,s/d,51
2019-04-09,15,0.81,s/d,31,0.63,17,45,0.58,s/d,49
2019-04-09,16,0.65,18,30,0.62,16,44,0.54,s/d,49
2019-04-09,17,0.55,21,29,0.62,20,43,0.52,s/d,49
2019-04-09,18,0.51,28,29,0.70,33,43,0.49,s/d,51
2019-04-09,19,0.52,34,29,0.78,34,43,0.48,s/d,50
2019-04-09,20,0.52,34,28,0.84,35,42,0.48,s/d,48
2019-04-09,21,0.52,33,27,0.86,30,41,0.48,s/d,47
2019-04-09,22,0.53,29,27,0.88,32,45,0.49,s/d,46
2019-04-09,23,0.58,33,26,0.91,31,46,0.50,s/d,46
2019-04-09,24,0.59,19,26,0.90,16,47,0.48,s/d,45
2019-04-10,1,0.59,16,25,0.89,19,47,0.45,s/d,45
2019-04-10,2,0.57,14,24,0.80,17,46,0.44,s/d,44
2019-04-10,3,0.52,9,24,0.71,10,45,0.42,s/d,43
2019-04-10,4,0.47,7,23,0.63,10,44,0.40,s/d,42
2019-04-10,5,0.44,9,22,0.58,10,41,0.38,s/d,41
2019-04-10,6,0.41,16,22,0.52,11,39,0.37,s/d,40
2019-04-10,7,0.37,22,21,0.48,15,40,0.37,s/d,39
2019-04-10,8,0.38,23,20,0.48,21,40,0.38,s/d,38
2019-04-10,9,0.38,18,20,0.48,16,40,0.41,s/d,39
2019-04-10,10,0.39,18,20,0.48,15,40,0.44,s/d,38
2019-04-10,11,0.42,16,20,0.50,15,40,0.46,s/d,38
2019-04-10,12,0.44,16,20,0.52,16,39,0.48,s/d,38
2019-04-10,13,0.47,21,20,0.54,17,39,0.51,s/d,38
2019-04-10,14,0.49,22,20,0.57,18,39,0.53,s/d,39
2019-04-10,15,0.51,21,21,0.58,18,39,0.54,s/d,40
2019-04-10,16,0.49,19,21,0.57,18,39,0.55,s/d,41
2019-04-10,17,0.49,18,21,0.57,20,39,0.54,s/d,41
2019-04-10,18,0.49,21,21,0.57,22,39,0.55,s/d,38
2019-04-10,19,0.51,29,20,0.56,24,39,0.58,s/d,38
2019-04-10,20,0.54,29,20,0.56,22,40,0.61,s/d,39
2019-04-10,21,0.56,27,20,0.55,22,40,0.62,s/d,40
2019-04-10,22,0.57,24,20,0.57,26,35,0.61,s/d,42
2019-04-10,23,0.57,16,21,0.61,27,41,0.59,s/d,42
2019-04-10,24,0.57,14,21,0.63,25,40,0.57,s/d,42
2019-04-11,1,0.56,12,21,0.66,25,38,0.56,s/d,42
2019-04-11,2,0.54,11,21,0.67,22,37,0.52,s/d,42
2019-04-11,3,0.50,7,20,0.67,13,37,0.47,s/d,42
2019-04-11,4,0.44,5,20,0.65,10,37,0.42,s/d,41
2019-04-11,5,0.39,4,20,0.64,9,37,0.37,s/d,41
2019-04-11,6,0.34,6,20,0.60,12,37,0.35,s/d,40
2019-04-11,7,0.31,9,19,0.56,18,35,0.34,s/d,40
2019-04-11,8,0.32,14,19,0.58,20,35,0.32,s/d,38
2019-04-11,9,0.33,14,18,0.60,20,35,0.30,s/d,36
2019-04-11,10,0.35,14,18,0.62,22,36,0.28,s/d,35
2019-04-11,11,0.36,14,18,0.68,24,35,0.27,s/d,33
2019-04-11,12,0.38,13,17,0.74,24,36,0.27,s/d,33
2019-04-11,13,0.40,13,16,0.78,22,35,0.26,s/d,31
2019-04-11,14,0.42,12,16,0.83,21,35,0.26,s/d,29
2019-04-11,15,0.42,11,15,0.89,25,35,0.25,s/d,27
2019-04-11,16,0.42,12,15,0.94,29,35,0.23,s/d,25
2019-04-11,17,0.40,14,15,0.94,27,35,0.22,s/d,23
2019-04-11,18,0.40,19,15,1.00,29,34,0.22,s/d,22
2019-04-11,19,0.41,20,15,1.12,33,34,0.22,s/d,20
2019-04-11,20,0.42,21,15,1.20,34,34,0.22,s/d,18
2019-04-11,21,0.44,23,15,1.25,29,34,0.23,s/d,17
2019-04-11,22,0.47,24,15,1.27,28,33,0.25,s/d,15
2019-04-11,23,0.52,26,14,1.25,28,26,0.28,s/d,14
2019-04-11,24,0.58,25,15,1.19,28,26,0.31,s/d,16
2019-04-12,1,0.62,24,16,1.17,27,27,0.36,s/d,17
2019-04-12,2,0.64,23,16,1.10,27,28,0.41,s/d,17
2019-04-12,3,0.64,23,17,0.93,26,28,0.44,s/d,18
2019-04-12,4,0.65,22,17,0.82,26,31,0.46,s/d,19
2019-04-12,5,0.63,22,18,0.76,27,31,0.49,s/d,19
2019-04-12,6,0.62,24,19,0.73,27,31,0.52,s/d,20
2019-04-12,7,0.65,25,21,0.74,32,33,0.61,s/d,22
2019-04-12,8,0.71,30,22,0.79,40,34,0.74,s/d,25
2019-04-12,9,0.78,33,24,0.84,37,33,0.84,s/d,29
2019-04-12,10,0.83,31,24,0.88,34,34,0.86,s/d,31
2019-04-12,11,0.84,28,26,0.90,28,35,0.86,s/d,32
2019-04-12,12,0.85,29,26,0.92,24,35,0.86,s/d,33
2019-04-12,13,0.85,24,27,0.94,23,35,0.90,s/d,34
2019-04-12,14,0.84,19,27,0.91,19,35,0.95,s/d,35
2019-04-12,15,0.78,17,27,0.86,16,35,1.23,s/d,36
2019-04-12,16,0.67,18,27,0.77,15,35,1.46,s/d,37
2019-04-12,17,0.56,15,27,0.69,20,34,1.73,s/d,38
2019-04-12,18,0.49,18,26,0.62,19,33,2.12,s/d,39
2019-04-12,19,0.49,24,26,0.59,21,33,2.56,s/d,38
2019-04-12,20,0.50,26,26,0.56,22,33,2.98,s/d,38
2019-04-12,21,0.55,29,26,0.53,19,32,2.62,s/d,39
2019-04-12,22,0.59,28,26,0.53,21,31,2.36,s/d,39
2019-04-12,23,0.60,23,26,0.52,15,31,2.07,s/d,39
2019-04-12,24,0.60,21,25,0.52,15,30,1.77,s/d,39
2019-04-13,1,0.62,20,25,0.52,15,30,1.46,s/d,40
2019-04-13,2,0.62,18,25,0.52,15,30,1.13,s/d,41
2019-04-13,3,0.60,14,25,0.50,13,30,0.80,s/d,40
2019-04-13,4,0.56,11,24,0.49,11,27,0.50,s/d,40
2019-04-13,5,0.48,11,24,0.49,11,27,0.51,s/d,40
2019-04-13,6,0.43,14,23,0.48,14,26,0.48,s/d,39
2019-04-13,7,0.40,17,21,0.49,17,26,0.50,s/d,38
2019-04-13,8,0.39,19,20,0.51,18,26,0.52,s/d,34
2019-04-13,9,0.38,16,19,0.52,15,25,0.53,s/d,31
2019-04-13,10,0.38,17,18,0.53,12,24,0.54,s/d,30
2019-04-13,11,0.39,17,18,0.55,13,23,0.55,s/d,30
2019-04-13,12,0.41,17,17,0.57,12,22,0.56,s/d,31
2019-04-13,13,0.44,15,17,0.58,11,21,0.58,s/d,31
2019-04-13,14,0.46,13,18,0.59,10,21,0.61,s/d,31
2019-04-13,15,0.47,12,18,0.60,15,21,0.61,s/d,32
2019-04-13,16,0.47,12,17,0.60,13,20,0.61,s/d,31
2019-04-13,17,0.47,14,18,0.60,12,20,0.62,s/d,31
2019-04-13,18,0.48,22,18,0.62,20,20,0.63,s/d,32
2019-04-13,19,0.50,32,18,0.67,31,20,0.64,s/d,34
2019-04-13,20,0.53,32,18,0.71,32,21,0.68,s/d,34
2019-04-13,21,0.57,33,18,0.76,30,22,0.70,s/d,34
2019-04-13,22,0.66,33,18,0.80,27,24,0.72,s/d,35
2019-04-13,23,0.76,29,18,0.82,21,23,0.78,s/d,35
2019-04-13,24,0.85,28,19,0.84,21,24,0.82,s/d,35
2019-04-14,1,0.89,24,19,0.86,18,24,0.81,s/d,34
2019-04-14,2,0.89,17,18,0.83,12,24,0.78,s/d,33
2019-04-14,3,0.87,14,18,0.77,11,24,0.74,s/d,33
2019-04-14,4,0.83,13,18,0.71,11,24,0.68,s/d,33
2019-04-14,5,0.77,12,18,0.65,9,24,0.62,s/d,33
2019-04-14,6,0.68,12,18,0.59,11,24,0.56,s/d,33
2019-04-14,7,0.58,13,18,0.56,13,24,0.50,s/d,33
2019-04-14,8,0.49,17,18,0.53,16,23,0.45,s/d,33
2019-04-14,9,0.45,19,18,0.49,15,23,0.43,s/d,32
2019-04-14,10,0.44,20,18,0.49,14,23,0.43,s/d,31
2019-04-14,11,0.45,23,18,0.48,14,23,0.43,s/d,31
2019-04-14,12,0.46,21,18,0.49,14,22,0.45,s/d,30
2019-04-14,13,0.47,22,18,0.49,14,23,0.47,s/d,30
2019-04-14,14,0.50,20,18,0.51,14,22,0.49,s/d,30
2019-04-14,15,0.51,18,19,0.51,12,23,0.49,s/d,31
2019-04-14,16,0.51,13,20,0.51,13,23,0.49,s/d,32
2019-04-14,17,0.52,23,20,0.51,15,24,0.52,s/d,32
2019-04-14,18,0.54,30,21,0.53,19,25,0.55,s/d,32
2019-04-14,19,0.58,31,22,0.62,34,24,0.56,s/d,33
2019-04-14,20,0.61,28,23,0.73,38,26,0.55,s/d,33
2019-04-14,21,0.65,30,24,0.81,34,28,0.54,s/d,32
2019-04-14,22,0.69,29,25,0.90,34,28,0.55,s/d,32
2019-04-14,23,0.72,27,26,0.98,32,31,0.59,s/d,33
2019-04-14,24,0.75,25,27,1.07,31,34,0.64,s/d,37
2019-04-15,1,0.75,17,28,1.12,27,37,0.62,s/d,38
2019-04-15,2,0.72,18,28,1.14,23,38,0.57,s/d,39
2019-04-15,3,0.67,14,29,1.09,21,38,0.54,s/d,39
2019-04-15,4,0.62,8,29,0.98,15,37,0.49,s/d,39
2019-04-15,5,0.56,8,29,0.89,13,38,0.45,s/d,39
2019-04-15,6,0.49,8,29,0.78,12,38,0.39,s/d,39
2019-04-15,7,0.45,14,30,0.70,17,39,0.34,s/d,38
2019-04-15,8,0.42,21,30,0.65,24,39,0.29,s/d,38
